Frequency (Hz),N=1,N=2,N=3,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27,N=28,N=29,N=30
120927.688,5.036327858234666+8.069346897329815j,19.96611016194391+31.75029210218949j,44.74428502803826+71.01122703893651j,79.20781086169633+125.72563180097188j,123.33082318607946+196.00788193034376j,176.98737731641702+281.92747203588095j,239.57843604260125+383.25533581984956j,312.9266050502039+500.45121024777836j,395.9525447949417+633.1817236648019j,488.5653950594715+781.6561860775241j,594.0955139929538+946.61794165207j,704.3334868711767+1125.781881571487j,826.7814965164407+1321.2567940155686j,964.0778032581816+1533.742502258246j,1116.5064237081415+1763.7237746723988j,1251.208544236399+2000.7101238578985j,1413.346444473651+2259.683672790244j,1586.8239625382237+2534.5761587340166j,1837.3326107807268+2908.9043969365066j,1965.3802858354313+3131.9941953025873j,2176.1898595287116+3456.7607659665177j,2382.7288419086985+3793.7454723050623j,2607.575283436088+4146.4498135372805j,2844.0091577517187+4517.7598206776265j,3084.1568696815016+4900.797489286912j,3340.740290410333+5302.900799735751j,3610.289772793263+5721.689839620762j,3886.048572076882+6154.455451888234j,4203.128093229197+6612.88526144591j,4589.876236593745+7102.374663728335j
121850.3497,5.0794723402787065+8.095321099004293j,20.13896921619115+31.851710128994075j,45.13120533629599+71.23780064614273j,79.89347756706835+126.12849671855335j,124.40898611880368+196.6387559038805j,178.5313294350569+282.8424363230391j,241.67434140212197+384.50071490227145j,315.6695626648086+502.07475451498175j,399.4485273217801+635.2645307312841j,492.9188644826607+784.2236891606979j,599.4267292746612+949.6612584728986j,710.5440038712711+1129.4433767754622j,834.108449986447+1325.5334349075572j,972.5669028769321+1538.6011691976655j,1126.3052981852977+1769.4956177435758j,1262.4659774492509+2007.0485055896122j,1425.8901963603164+2267.1439076663482j,1601.0179513055605+2542.788271659987j,1853.4064207767212+2918.66758756988j,1983.1413981582057+3142.3122690465243j,2195.788141574895+3467.758291131278j,2404.5460872636627+3805.8577575297163j,2631.262065343562+4159.437936946007j,2869.410242229684+4531.523259366218j,3111.7699915650965+4918.42454853816j,3371.918044438698+5321.551790879067j,3644.341031463196+5741.089523953773j,3921.8887857181103+6172.253027428839j,4238.594110430808+6635.047593780389j,4631.512581359713+7124.277799197381j
122780.0511,5.1232420701399555+8.120736132163511j,20.310800168829818+31.952389449561355j,45.51717399791776+71.46408524927406j,80.57821806227808+126.53248199801328j,125.47705129738681+197.27177597628162j,180.0794754647321+283.7561619130014j,243.77607402186+385.7471702934309j,318.4283239888437+503.70185147032606j,402.93393418111714+637.3279620895888j,497.2230263931555+786.7734363179807j,604.5981187699427+952.7352644816971j,716.7060050596364+1133.0549849254726j,841.4063249845938+1329.8845047007842j,981.0727817481596+1543.5112091858548j,1136.1730657044436+1775.100760185497j,1273.3892773640878+2013.867340640555j,1438.379425776846+2274.5580501450286j,1615.404309651819+2551.0873325271814j,1869.5636576770578+2927.3899244405106j,2000.5467453744284+3152.20775745791j,2214.672642102027+3478.6036876775006j,2426.1720773131924+3818.099065261227j,2654.200818526819+4172.70181205326j,2895.5517378990544+4546.477129598107j,3139.1935057366413+4933.204051266106j,3401.2257530020893+5339.154191270502j,3676.561945280502+5760.203256133919j,3957.7599704568665+6193.259395241084j,4278.517853255347+6656.257466194181j,4672.484237698562+7147.461999557341j
123716.8461,5.166864607566354+8.145405728286779j,20.483297218282672+32.04900155366105j,45.901881507922056+71.68168432477962j,81.26189433326117+126.91630817911339j,126.54499068165693+197.8725400223351j,181.61048263789775+284.6269991776013j,245.86470886313862+386.9340647848968j,321.16287236405884+505.2823012261264j,406.38184018576914+639.2633295217194j,501.46979645624117+789.1732555254958j,609.7596179310609+955.6228097845562j,722.8491865038463+1136.5811651580789j,848.6678860683656+1333.8883340644568j,989.4639721554892+1548.4106054776237j,1145.9044259324014+1780.6164893068851j,1284.3920875769272+2020.0170681144186j,1450.9249948956751+2281.4549742604013j,1629.271815739536+2559.05973973611j,1885.7208960104995+2936.62210830927j,2018.221055228691+3162.005310906684j,2234.7283646190904+3489.554258907446j,2447.13503741182+3828.0007718234942j,2677.4901279320457+4185.776667590004j,2920.828224440895+4560.3436460631765j,3168.090604277865+4949.5448471023465j,3431.5741935921+5354.111547695294j,3708.4054068302676+5777.083336539094j,3993.070477494531+6213.432425047828j,4315.891270277387+6677.055093494823j,4712.006287406494+7168.2242067836105j
124660.7886,5.209617063868067+8.169815883135165j,20.655410968579744+32.144665823099245j,46.28844321020976+71.89303743912518j,81.9429209413585+127.29019269074078j,127.60556230001328+198.45872994841972j,183.14014079744766+285.4692330701022j,247.94286013942744+388.08873347843326j,323.8826027213114+506.76770018937816j,409.8294996157573+641.1787946866607j,505.75111389326025+791.5186032389987j,614.906981194037+958.4522549833114j,728.9661191877501+1139.9599924937336j,855.7969644556971+1337.9261604190187j,997.8930516651426+1553.00285709423j,1155.467826230122+1785.6137917738736j,1295.5578060429873+2025.9550784822504j,1463.4630037084805+2288.2439792777195j,1643.3928051137345+2566.7604851881165j,1901.985313276678+2945.5351672247116j,2035.8758467694631+3171.127652989595j,2253.1601550338105+3500.1277894519467j,2468.4839885215047+3841.080040008331j,2701.684932576788+4197.86285058191j,2946.4842173138495+4573.505559729923j,3194.677538711654+4962.804856407035j,3461.8396962172806+5370.603111525289j,3742.29452608875+5793.198780007649j,4027.5622872007966+6232.70614021161j,4355.35595898203+6696.381626697242j,4752.589232554364+7188.616955023261j
125611.9333,5.252698812848192+8.19440775895901j,20.82791212805798+32.23943038289187j,46.67217486179729+72.10206523199899j,82.62490371579153+127.66227550536415j,128.6650499310466+199.03185795069598j,184.6635113920845+286.29879209976326j,250.01852889969985+389.2376467953916j,326.6005464849251+508.26153180291993j,413.2706386447504+643.05029906582j,509.98421042714784+793.8496759415992j,620.0990352977759+961.2936955751693j,735.204398183126+1143.3326927824066j,863.0745734251342+1341.85478063783j,1006.1910304513459+1557.4804257583949j,1165.1134080614718+1790.858408858695j,1306.4638414544445+2031.9432660423315j,1475.8744553226186+2295.1737507358j,1657.255299089835+2573.953669942627j,1918.081416937414+2954.6271651540687j,2052.294058412577+3181.070469855319j,2272.936310589075+3510.3398425484475j,2490.5026418983175+3852.497809391061j,2723.552047452212+4211.4486609771975j,2972.121575845674+4587.28423247406j,3223.374363976957+4977.601132335663j,3491.3212076883915+5386.167211731217j,3774.935434361813+5810.8567163210455j,4062.066861709203+6251.239521148102j,4392.4129188922025+6715.212668392984j,4793.309393007529+7208.775205438834j
126570.3351,5.29624101916588+8.218980458258184j,21.0018015991531+32.33536090511053j,47.06163657321622+72.31580894796892j,83.31282419854034+128.0398513124156j,129.74326430654918+199.62917599362785j,186.21843416112105+287.1627477977j,252.13751815308459+390.41156612877154j,329.3626427547859+509.76606492869905j,416.7577050019736+645.0067282262713j,514.3084288449612+796.2105632620194j,625.2844916280666+964.11397360037j,741.3761747694099+1146.8171418534803j,870.4474249576419+1345.7897771114183j,1014.7755467159669+1562.1654094410242j,1175.0891690581477+1796.0742418740879j,1317.9253510639096+2038.0185448502377j,1488.2420139326284+2302.246835229766j,1671.5519077831198+2582.0932874116666j,1934.9039260526918+2963.0462427876223j,2070.3905753116223+3190.2020620699473j,2291.9196030829385+3521.4497124577824j,2511.221910010478+3864.260488471239j,2747.5617557514706+4222.99922357511j,2997.8557282521056+4601.924950649677j,3250.8494212855703+4993.51538047853j,3522.7285802265847+5403.014467688588j,3807.664421085684+5827.678975516778j,4097.123217301257+6270.105958316493j,4432.5325082447425+6735.7968837071785j,4835.14783752045+7231.414637031761j
127536.0494,5.340059597869651+8.243618867928976j,21.177385455164565+32.432620442871766j,47.45421454942627+72.53615256619538j,84.01063976061238+128.4332848644029j,130.8323257261669+200.2397939960013j,187.78401846450575+288.0396809727609j,254.27437263955957+391.6156938326936j,332.1556428243981+511.3666988245852j,420.32370978418953+646.9793690440363j,518.6924370941155+798.6804802704643j,630.626698919526+967.0794979982835j,747.6956795018738+1150.2302316564324j,877.8146913613558+1349.926453352826j,1023.447951271943+1566.8247759477483j,1184.7785755689008+1801.5286045282517j,1329.129289837111+2044.48558986609j,1501.282767303026+2309.0246560164874j,1685.782713906252+2589.60169449658j,1950.9267177495367+2971.9828295296834j,2088.6713227157984+3199.8706530334302j,2311.9898328086583+3531.9801327787063j,2533.3971368112793+3875.338342880553j,2770.6404952266485+4235.882453137384j,3022.7995937786577+4615.999750918383j,3278.2736165763395+5009.212133742691j,3551.8513817135718+5419.1437856534085j,3840.6485758333574+5846.140091112529j,4133.6917683564225+6288.985785196382j,4468.908539630238+6755.599349142952j,4878.652649946952+7250.952652991094j
128509.1319,5.384612397676358+8.268561753447313j,21.352704426555004+32.53069795434466j,47.84663990621008+72.75444237840809j,84.70691921828131+128.81785058921116j,131.91991786269696+200.8459196660361j,189.35476534101196+288.90439656624136j,256.4157839460909+392.8184390321088j,334.9527045810635+512.9171472105122j,423.84243075604286+648.9641266315j,523.0573281926469+801.1169585043534j,635.9136294610172+969.9892291145387j,754.0754650728661+1153.8025493487214j,885.374110066074+1354.169539167549j,1032.084850061362+1571.603835343138j,1194.729706928829+1806.8878832804937j,1340.2187499074362+2050.757200286983j,1513.8317924942176+2315.939103501236j,1700.4261136344148+2597.6624468440373j,1967.237089225999+2980.6782818006604j,2106.1597768947718+3210.2132443838505j,2331.4410388968563+3542.4767655033693j,2554.5737045463325+3887.7991563189444j,2796.084941710788+4249.258942368014j,3050.6138779551648+4631.019324668296j,3307.581347201345+5023.733785086614j,3585.5176682167094+5436.267922672574j,3874.1374608796173+5865.784151342556j,4169.208761840059+6308.865123052367j,4510.79467955487+6777.840604355396j,4920.669738650451+7273.719934243777j
129489.6389,5.42854593240606+8.293778672275094j,21.52954227399478+32.62706785427648j,48.242562418193785+72.96956035307252j,85.4053070776783+129.19933283082008j,133.01103088473917+201.44127415955023j,190.92631511970916+289.7689897330383j,258.55466749637384+393.99211309917615j,337.7669818241194+514.4278075071496j,427.4300423683048+650.9077613515897j,527.4515888985594+803.5200268658633j,641.227785955073+972.8798069523505j,760.3566355212678+1157.2078885317699j,892.66445374127+1358.1980310078027j,1040.6695261248547+1576.2798543550332j,1205.060077264977+1812.46917948032j,1351.8141991695147+2056.691412899049j,1526.8638644833457+2322.881640599988j,1714.4543722405924+2605.2047082352533j,1983.7069318733008+2989.668975085829j,2123.8815317478484+3219.470816443239j,2351.7686275910673+3552.9925288930217j,2576.5463183599904+3898.8275468233196j,2819.318884033044+4262.175272131724j,3076.5775697342888+4642.851478600683j,3336.279937615923+5039.394588089047j,3615.7036338522503+5453.063421140528j,3908.3467405208094+5881.784268347374j,4204.880181530604+6327.897419325241j,4549.238721202639+6797.290031572821j,4963.175676543863+7297.814929984524j
130477.6271,5.471893209771988+8.316896314144318j,21.7042994154932+32.71804117131085j,48.63078788446152+73.17292083322991j,86.09613202753765+129.55944971419942j,134.08861891891226+202.0072578352822j,192.47723565836745+290.5898232651955j,260.6679947453675+395.10586982743024j,340.5284888312552+515.9076699292744j,430.9084575249561+652.731376308968j,531.7762409695473+805.756872016935j,646.475893325217+975.5742525795886j,766.6112279885668+1160.5238724880994j,900.1683416621015+1361.9908778513384j,1049.2640363692474+1580.6040422199053j,1214.6532102905612+1817.440945443873j,1362.743652308569+2062.684658961954j,1539.4992664693343+2329.821955201108j,1728.7843732311278+2612.77227187082j,1999.8382732765626+2998.1156663714596j,2141.8864852184097+3228.661248681154j,2371.256082683153+3562.8102382736242j,2598.334660905263+3909.598608832697j,2842.702074688248+4273.296922274143j,3101.2591590795696+4656.867170807318j,3364.11936918293+5052.908594502857j,3646.3310630531773+5466.386234345902j,3942.0191622783136+5898.717268758399j,4243.137251801645+6343.847476388555j,4588.133131906708+6816.873134146929j,5004.627532631915+7314.417993474695j
131473.1535,5.5156426277556605+8.338596359285567j,21.876354614412868+32.802138967551095j,49.01609659647326+73.35671779173255j,86.77672921476909+129.882940029101j,135.14606288943997+202.5076348333231j,193.99027951164956+291.31038318413414j,262.72977380436436+396.09182607787506j,343.20278016564754+517.1763344688713j,434.2979399587338+654.3692844167659j,535.9936011484424+807.7985248983326j,651.5209961033062+978.000634852681j,772.725495086433+1163.3251021270721j,907.2247703771197+1365.4048290438416j,1057.5070004716715+1584.4909848578352j,1224.216362004291+1821.7158825455706j,1373.6351105078909+2067.7936369645067j,1551.6994011161862+2335.361312374076j,1742.6408953514162+2619.1018422166203j,2016.7553809053784+3006.4288636017495j,2159.001814737192+3236.8214450586183j,2389.4741487295023+3571.6941864943665j,2619.122466803727+3919.675579031658j,2866.40755099481+4284.804385415521j,3127.5618177255215+4668.977147541629j,3391.2139034643574+5065.776764096448j,3674.6167459334347+5481.784933919481j,3973.621314409536+5913.2225504194075j,4276.679519632562+6359.833819657673j,4621.896492385149+6831.951056870046j,5042.660935831073+7332.582882420859j
132476.2756,5.5590145740986685+8.361806775901469j,22.05058209329036+32.890976521750886j,49.40396581116807+73.55038505426866j,87.45838409139641+130.22180859907218j,136.20502658376233+203.03726013396084j,195.52245708904545+292.07964928687517j,264.8007650577443+397.13383207043614j,345.91881428252844+518.5319303917909j,437.72841303732315+656.0732834330881j,540.2329414350135+809.9152446154718j,656.6777044737564+980.5467346347791j,778.8442357197894+1166.4525213818133j,914.3550544799498+1368.8949853649237j,1065.7828444495806+1588.7518307999833j,1233.8313870073307+1826.4038601204322j,1384.6181569823002+2073.0833055944086j,1564.120728005955+2341.534092075891j,1756.4278356019997+2626.4432047818436j,2033.2930289831372+3015.2077132727327j,2176.488295937339+3245.394586969202j,2408.9236052993574+3580.6005679102095j,2640.4239811647262+3930.045966320909j,2888.5455040945426+4295.757668517961j,3152.8385238986157+4680.871204610434j,3419.195713670654+5078.812935352684j,3704.916034283612+5494.2972478882j,4005.6851641662906+5928.277870861559j,4311.775112779797+6377.716372271475j,4660.788118654112+6851.166836533155j,5085.822532383411+7352.392212849882j
133487.0513,5.603638887686821+8.3855947071435j,22.227373252243115+32.98304078112264j,49.79890807249658+73.75393410451109j,88.16026796186077+130.58624441500544j,137.30308510340708+203.6071026634292j,197.10431428708142+292.9069873626295j,266.9533717675572+398.26108240294695j,348.7354204278927+519.9984732632407j,441.30856077845743+657.9414152028835j,544.6390384682434+812.229937707005j,662.0305390561767+983.342938750368j,785.1993391634751+1169.7639349638455j,921.7422788333014+1372.7884347925617j,1074.5554748861189+1593.1939323141169j,1243.571631694986+1831.3817237317041j,1396.1207393440523+2078.8554659058345j,1577.0590399983537+2348.3884422798237j,1771.1131741390273+2633.7882067201454j,2049.334298832693+3022.912381708678j,2194.02788538609+3254.835129427144j,2428.0181622638565+3590.7739491651773j,2662.539189432037+3941.162550512304j,2912.6138002242924+4308.832769717022j,3178.4078358975808+4694.537642897838j,3448.2681387344874+5093.420367562892j,3737.679185755228+5511.092484965595j,4038.824848477779+5946.642152748607j,4346.650469745351+6397.044407203213j,4701.092467703216+6870.35811235024j,5125.9403768766815+7371.968783107236j
134505.5392,5.648015700481342+8.410178289572103j,22.40598959764715+33.079658000791625j,50.199853390956825+73.9735175258242j,88.87167291894296+130.97324268838187j,138.41606565014385+204.2106075976069j,198.70495742940284+293.77670837243846j,269.15107002253745+399.47214764496j,351.6111844436671+521.5624509798579j,444.9218090897145+659.9127460910203j,549.1258880999468+814.6348489021555j,667.4810147389106+986.2470992239596j,791.7164233658783+1173.3031498203409j,929.5415812647589+1376.9154569683342j,1083.4490375693563+1597.75334232913j,1254.0899483246665+1836.9452981676961j,1407.658962283589+2085.2353065278066j,1590.1727957607868+2355.2157178079387j,1785.7002389948152+2641.1924188972744j,2066.4046239039076+3031.3444422232606j,2212.5414089318765+3263.939749611251j,2448.8132808125742+3601.5278159997492j,2684.422012812765+3953.3767791748232j,2937.114124980264+4322.0836924158875j,3206.9617754143565+4707.859077649997j,3477.2491687574366+5107.1799272031085j,3768.2492253774885+5529.028693504061j,4075.179040656206+5962.162077764183j,4384.20354885357+6414.139189733906j,4740.3093483226+6892.74864711233j,5172.551768615619+7389.762466519058j
